Label,Contour_0,Contour_1,Contour_2,Contour_3,Contour_4
Parasitized,13660.5,0.0,0.0,0.0,0.0
Parasitized,10676.0,0.0,0.0,0.0,0.0
Uninfected,14933.5,0.0,0.0,0.0,0.0
Uninfected,12684.5,0.0,0.0,0.0,0.0
Uninfected,16345.0,0.0,0.0,0.0,0.0
Uninfected,11241.5,0.0,0.0,0.0,0.0
Parasitized,10782.0,2.0,19.0,0.0,0.0
Parasitized,8260.5,0.0,0.0,0.0,0.0
Parasitized,13977.5,26.5,89.0,0.0,0.0
Uninfected,10913.0,0.0,0.0,0.0,0.0
Uninfected,14019.5,0.0,0.0,0.0,0.0
Uninfected,11933.5,0.0,0.0,0.0,0.0
Parasitized,78.5,11179.5,18.5,0.0,0.0
Uninfected,11620.0,0.0,0.0,0.0,0.0
Parasitized,15540.0,0.0,0.0,0.0,0.0
Parasitized,8484.0,20.5,0.0,0.0,0.0
Parasitized,12644.5,27.0,0.0,0.0,0.0
Parasitized,7420.0,0.0,0.0,0.0,0.0
Parasitized,13577.5,75.5,4.0,0.0,0.0
Uninfected,13789.5,0.0,0.0,0.0,0.0
Uninfected,12032.0,0.0,0.0,0.0,0.0
Parasitized,15495.0,24.0,0.0,0.0,0.0
Uninfected,13279.5,0.0,0.0,0.0,0.0
Parasitized,9207.0,0.0,0.0,0.0,0.0
Parasitized,13761.0,13.0,0.0,0.0,0.0
Uninfected,14698.5,0.0,0.0,0.0,0.0
Uninfected,9769.0,0.0,0.0,0.0,0.0
Uninfected,13419.5,0.0,0.0,0.0,0.0
Uninfected,11989.5,0.0,0.0,0.0,0.0
Parasitized,8057.5,0.0,0.0,0.0,0.0
Parasitized,12008.0,129.5,0.0,0.0,0.0
Uninfected,13701.0,0.0,0.0,0.0,0.0
Uninfected,13061.0,0.0,0.0,0.0,0.0
Parasitized,12079.0,34.5,82.5,0.0,0.0
Parasitized,12002.5,56.0,0.0,0.0,0.0
Parasitized,11772.5,0.0,0.0,0.0,0.0
Uninfected,9177.0,0.0,0.0,0.0,0.0
Uninfected,14981.5,0.0,0.0,0.0,0.0
Uninfected,13743.0,0.0,0.0,0.0,0.0
Uninfected,11418.5,0.0,0.0,0.0,0.0
Parasitized,13164.0,4.0,0.0,0.0,0.0
Uninfected,10250.0,0.0,0.0,0.0,0.0
Uninfected,11976.0,0.0,0.0,0.0,0.0
Parasitized,13146.5,43.5,0.0,0.0,0.0
Uninfected,13303.0,0.0,0.0,0.0,0.0
Uninfected,12014.5,0.0,0.0,0.0,0.0
Parasitized,12140.0,0.0,0.0,0.0,0.0
Uninfected,12543.5,0.0,0.0,0.0,0.0
Parasitized,14395.0,80.0,0.0,0.0,0.0
Parasitized,12473.0,43.0,0.0,0.0,0.0
Parasitized,15375.5,91.0,0.0,0.0,0.0
Uninfected,10256.5,0.0,0.0,0.0,0.0
Parasitized,12529.5,81.5,23.0,0.0,0.0
Uninfected,13544.0,0.0,0.0,0.0,0.0
Parasitized,11347.0,0.0,0.0,0.0,0.0
Uninfected,9494.5,0.0,0.0,0.0,0.0
Uninfected,12007.0,0.0,0.0,0.0,0.0
Parasitized,12000.0,0.0,0.0,0.0,0.0
Parasitized,13145.0,4.0,0.0,0.0,0.0
Uninfected,13912.0,0.0,0.0,0.0,0.0
Parasitized,8305.5,47.0,0.0,0.0,0.0
Parasitized,11034.0,40.0,0.0,0.0,0.0
Parasitized,7.0,10798.0,0.0,0.0,0.0
Uninfected,13377.0,0.0,0.0,0.0,0.0
Parasitized,17327.0,0.0,0.0,0.0,0.0
Parasitized,14641.0,28.0,0.0,0.0,0.0
Uninfected,13941.5,0.0,0.0,0.0,0.0
Parasitized,12816.5,0.0,0.0,0.0,0.0
Parasitized,10.0,9612.5,0.0,0.0,0.0
Parasitized,11949.0,0.0,0.0,0.0,0.0
Parasitized,12509.0,0.0,0.0,0.0,0.0
Parasitized,13363.0,40.0,0.0,0.0,0.0
Parasitized,9018.0,21.5,0.0,0.0,0.0
Parasitized,13102.0,83.0,0.0,0.0,0.0
Uninfected,15916.5,0.0,0.0,0.0,0.0
Parasitized,11997.5,7.0,0.0,0.0,0.0
Uninfected,11646.5,0.0,0.0,0.0,0.0
Uninfected,14651.5,0.0,0.0,0.0,0.0
Parasitized,13374.0,0.0,0.0,0.0,0.0
Parasitized,10201.5,0.0,0.0,0.0,0.0
Uninfected,12705.0,0.0,0.0,0.0,0.0
Uninfected,12487.5,0.0,0.0,0.0,0.0
Parasitized,17117.0,0.0,0.0,0.0,0.0
Parasitized,11590.5,0.0,0.0,0.0,0.0
Parasitized,10038.0,0.0,0.0,0.0,0.0
Parasitized,12051.5,0.0,0.0,0.0,0.0
Parasitized,15094.0,34.0,0.0,0.0,0.0
Parasitized,10634.5,0.0,0.0,0.0,0.0
Uninfected,13678.0,0.0,0.0,0.0,0.0
Uninfected,14779.0,0.0,0.0,0.0,0.0
Uninfected,5745.0,0.0,0.0,0.0,0.0
Uninfected,13486.5,0.0,0.0,0.0,0.0
Uninfected,12464.5,0.0,0.0,0.0,0.0
Parasitized,14410.0,36.5,0.0,0.0,0.0
Uninfected,16993.5,0.0,0.0,0.0,0.0
Uninfected,14036.5,0.0,0.0,0.0,0.0
Uninfected,10768.5,0.0,0.0,0.0,0.0
Parasitized,14605.0,143.0,0.0,0.0,0.0
Parasitized,7827.0,152.5,0.0,0.0,0.0
Uninfected,12742.0,0.0,0.0,0.0,0.0
Uninfected,12345.5,0.0,0.0,0.0,0.0
Uninfected,11790.5,0.0,0.0,0.0,0.0
Parasitized,11161.5,44.0,0.0,0.0,0.0
Uninfected,8887.0,0.0,0.0,0.0,0.0
Parasitized,14690.0,49.5,0.0,0.0,0.0
Parasitized,15546.0,23.5,0.0,0.0,0.0
Parasitized,16874.5,0.0,0.0,0.0,0.0
Parasitized,14464.5,0.0,0.0,0.0,0.0
Parasitized,18022.0,0.0,0.0,0.0,0.0
Parasitized,12526.5,103.5,115.0,0.0,0.0
Uninfected,8668.0,0.0,0.0,0.0,0.0
Uninfected,11856.0,0.0,0.0,0.0,0.0
Uninfected,11909.0,0.0,0.0,0.0,0.0
Parasitized,10162.0,0.0,0.0,0.0,0.0
Parasitized,10956.0,68.0,0.0,0.0,0.0
Uninfected,11549.0,0.0,0.0,0.0,0.0
Parasitized,14804.0,0.0,0.0,0.0,0.0
Uninfected,16580.5,0.0,0.0,0.0,0.0
Parasitized,14673.5,0.0,0.0,0.0,0.0
Parasitized,11121.0,0.0,0.0,0.0,0.0
Uninfected,9788.5,0.0,0.0,0.0,0.0
Parasitized,15289.5,98.5,78.0,0.0,0.0
Parasitized,113.0,13836.5,0.0,0.0,0.0
Parasitized,12303.0,0.0,0.0,0.0,0.0
Parasitized,9392.5,0.0,0.0,0.0,0.0
Uninfected,12905.5,0.0,0.0,0.0,0.0
Parasitized,15518.5,43.5,0.0,0.0,0.0
Parasitized,6086.0,47.5,0.0,0.0,0.0
Parasitized,13084.5,41.0,0.0,0.0,0.0
Uninfected,10738.5,0.0,0.0,0.0,0.0
Uninfected,10585.0,0.0,0.0,0.0,0.0
Parasitized,12421.5,62.0,0.0,0.0,0.0
Uninfected,10361.5,0.0,0.0,0.0,0.0
Parasitized,14317.0,0.0,0.0,0.0,0.0
Uninfected,17582.0,0.0,0.0,0.0,0.0
Uninfected,11900.5,0.0,0.0,0.0,0.0
Uninfected,15692.5,0.0,0.0,0.0,0.0
Uninfected,11294.0,0.0,0.0,0.0,0.0
Uninfected,13866.5,0.0,0.0,0.0,0.0
Uninfected,13726.0,0.0,0.0,0.0,0.0
Parasitized,14674.5,59.5,0.0,0.0,0.0
Parasitized,11143.5,71.0,0.0,0.0,0.0
Uninfected,17755.0,0.0,0.0,0.0,0.0
Parasitized,12034.5,0.0,0.0,0.0,0.0
Parasitized,10663.0,36.5,0.0,0.0,0.0
Parasitized,14612.0,0.0,0.0,0.0,0.0
Parasitized,17195.5,0.0,0.0,0.0,0.0
Parasitized,8861.0,0.0,0.0,0.0,0.0
Uninfected,17111.5,0.0,0.0,0.0,0.0
Parasitized,9908.0,0.0,0.0,0.0,0.0
Parasitized,17050.5,0.0,0.0,0.0,0.0
Parasitized,11678.0,0.0,0.0,0.0,0.0
Parasitized,14468.0,0.0,0.0,0.0,0.0
Uninfected,12279.0,0.0,0.0,0.0,0.0
Parasitized,9925.0,51.5,0.0,0.0,0.0
Parasitized,14180.5,72.5,0.0,0.0,0.0
Uninfected,13535.0,0.0,0.0,0.0,0.0
Parasitized,10465.0,0.0,0.0,0.0,0.0
Parasitized,11282.0,2.0,0.0,0.0,0.0
Uninfected,11986.0,0.0,0.0,0.0,0.0
Uninfected,14293.5,0.0,0.0,0.0,0.0
Parasitized,14143.0,0.0,0.0,0.0,0.0
Uninfected,13323.5,0.0,0.0,0.0,0.0
Uninfected,13091.0,0.0,0.0,0.0,0.0
Uninfected,9024.5,0.0,0.0,0.0,0.0
Uninfected,16293.5,0.0,0.0,0.0,0.0
Parasitized,6308.5,0.0,0.0,0.0,0.0
Uninfected,9866.0,0.0,0.0,0.0,0.0
Parasitized,14167.5,0.0,0.0,0.0,0.0
Uninfected,12172.5,0.0,0.0,0.0,0.0
Parasitized,10266.5,0.0,0.0,0.0,0.0
Parasitized,10317.5,0.0,0.0,0.0,0.0
Uninfected,12691.5,0.0,0.0,0.0,0.0
Parasitized,14238.5,23.5,135.0,72.5,66.0
Uninfected,12592.0,0.0,0.0,0.0,0.0
Uninfected,13112.5,0.0,0.0,0.0,0.0
Uninfected,14673.0,0.0,0.0,0.0,0.0
Parasitized,9763.0,0.0,0.0,0.0,0.0
Parasitized,14851.5,0.0,0.0,0.0,0.0
Parasitized,10992.5,0.0,0.0,0.0,0.0
Uninfected,14856.0,0.0,0.0,0.0,0.0
Parasitized,8878.0,0.0,0.0,0.0,0.0
Uninfected,11906.0,0.0,0.0,0.0,0.0
Uninfected,9586.5,0.0,0.0,0.0,0.0
Parasitized,18791.0,0.0,0.0,0.0,0.0
Parasitized,11904.5,46.5,0.0,0.0,0.0
Parasitized,27445.5,32.0,0.0,0.0,0.0
Uninfected,12758.0,0.0,0.0,0.0,0.0
Uninfected,14031.5,0.0,0.0,0.0,0.0
Parasitized,16522.5,68.5,0.0,0.0,0.0
Parasitized,7798.5,7.0,0.0,0.0,0.0
Uninfected,11348.5,0.0,0.0,0.0,0.0
Parasitized,8904.5,31.0,0.0,0.0,0.0
Uninfected,16178.0,0.0,0.0,0.0,0.0
Uninfected,13665.5,0.0,0.0,0.0,0.0
Uninfected,7667.0,0.0,0.0,0.0,0.0
Uninfected,10783.5,0.0,0.0,0.0,0.0
Uninfected,12306.5,0.0,0.0,0.0,0.0
Parasitized,13771.5,18.0,0.0,0.0,0.0
Uninfected,16533.5,0.0,0.0,0.0,0.0
Parasitized,10710.5,0.0,0.0,0.0,0.0
Uninfected,10204.0,0.0,0.0,0.0,0.0
Parasitized,17698.0,0.0,0.0,0.0,0.0
Uninfected,12424.5,0.0,0.0,0.0,0.0
Parasitized,11813.0,0.0,0.0,0.0,0.0
Parasitized,10924.5,84.0,0.0,0.0,0.0
Parasitized,11350.0,0.0,0.0,0.0,0.0
Uninfected,8537.0,0.0,0.0,0.0,0.0
Uninfected,10489.5,0.0,0.0,0.0,0.0
Uninfected,11638.5,0.0,0.0,0.0,0.0
Uninfected,13490.5,0.0,0.0,0.0,0.0
Uninfected,11621.5,0.0,0.0,0.0,0.0
Parasitized,11459.5,0.0,0.0,0.0,0.0
Parasitized,7553.5,0.0,0.0,0.0,0.0
Uninfected,11375.5,0.0,0.0,0.0,0.0
Parasitized,12219.5,0.0,0.0,0.0,0.0
Parasitized,10027.5,0.0,0.0,0.0,0.0
Uninfected,14934.5,0.0,0.0,0.0,0.0
Parasitized,8855.5,33.5,0.0,0.0,0.0
Uninfected,15473.0,0.0,0.0,0.0,0.0
Uninfected,10893.5,0.0,0.0,0.0,0.0
Uninfected,10353.5,0.0,0.0,0.0,0.0
Uninfected,12291.0,0.0,0.0,0.0,0.0
Uninfected,9956.5,0.0,0.0,0.0,0.0
Parasitized,9186.0,0.0,0.0,0.0,0.0
Uninfected,10644.0,0.0,0.0,0.0,0.0
Uninfected,20344.5,0.0,0.0,0.0,0.0
Uninfected,9975.5,0.0,0.0,0.0,0.0
Parasitized,14818.0,0.0,0.0,0.0,0.0
Uninfected,13443.0,0.0,0.0,0.0,0.0
Parasitized,13389.5,234.5,0.0,0.0,0.0
Uninfected,11292.5,0.0,0.0,0.0,0.0
Uninfected,11366.5,0.0,0.0,0.0,0.0
Uninfected,10677.0,0.0,0.0,0.0,0.0
Uninfected,11171.5,0.0,0.0,0.0,0.0
Uninfected,10200.5,0.0,0.0,0.0,0.0
Parasitized,13419.5,0.0,0.0,0.0,0.0
Parasitized,12675.0,19.0,23.0,0.0,0.0
Parasitized,16450.0,0.0,0.0,0.0,0.0
Parasitized,16219.0,26.0,0.0,0.0,0.0
Uninfected,6058.0,0.0,0.0,0.0,0.0
Uninfected,15603.0,0.0,0.0,0.0,0.0
Parasitized,13535.0,27.0,0.0,0.0,0.0
Parasitized,12378.5,102.0,0.0,0.0,0.0
Uninfected,13717.5,0.0,0.0,0.0,0.0
Parasitized,14351.0,0.0,0.0,0.0,0.0
Uninfected,6664.5,0.0,0.0,0.0,0.0
Parasitized,10523.0,0.0,0.0,0.0,0.0
Parasitized,17128.0,2.0,0.0,0.0,0.0
Uninfected,12367.5,0.0,0.0,0.0,0.0
Parasitized,15676.0,105.0,0.0,0.0,0.0
Uninfected,8451.0,0.0,0.0,0.0,0.0
Parasitized,11497.5,56.0,0.0,0.0,0.0
Parasitized,11747.0,0.0,0.0,0.0,0.0
Parasitized,15019.0,47.0,0.0,0.0,0.0
Uninfected,13595.0,0.0,0.0,0.0,0.0
Uninfected,11401.0,0.0,0.0,0.0,0.0
Uninfected,17036.5,0.0,0.0,0.0,0.0
Parasitized,15327.5,0.0,0.0,0.0,0.0
Uninfected,15334.0,0.0,0.0,0.0,0.0
Uninfected,12113.0,0.0,0.0,0.0,0.0
Parasitized,10848.5,0.0,0.0,0.0,0.0
Parasitized,15504.0,86.0,0.0,0.0,0.0
Uninfected,12022.0,0.0,0.0,0.0,0.0
Parasitized,23256.0,53.5,0.0,0.0,0.0
Uninfected,17007.5,0.0,0.0,0.0,0.0
Uninfected,9485.5,0.0,0.0,0.0,0.0
Uninfected,9877.0,0.0,0.0,0.0,0.0
Parasitized,52.0,9227.5,8.0,0.0,0.0
Uninfected,11186.5,0.0,0.0,0.0,0.0
Uninfected,10954.0,0.0,0.0,0.0,0.0
Parasitized,10027.5,0.0,0.0,0.0,0.0
Uninfected,11843.5,0.0,0.0,0.0,0.0
Uninfected,11063.5,0.0,0.0,0.0,0.0
Uninfected,12800.5,0.0,0.0,0.0,0.0
Uninfected,9514.5,0.0,0.0,0.0,0.0
Uninfected,14890.5,0.0,0.0,0.0,0.0
Uninfected,7131.5,0.0,0.0,0.0,0.0
Parasitized,17445.5,102.0,0.0,0.0,0.0
Uninfected,16157.5,0.0,0.0,0.0,0.0
Parasitized,9402.5,0.0,0.0,0.0,0.0
Uninfected,10477.5,0.0,0.0,0.0,0.0
Uninfected,14835.0,0.0,0.0,0.0,0.0
Uninfected,9323.0,0.0,0.0,0.0,0.0
Uninfected,12075.5,0.0,0.0,0.0,0.0
Parasitized,15349.0,0.0,0.0,0.0,0.0
Parasitized,7647.5,0.0,0.0,0.0,0.0
Parasitized,11028.0,0.0,0.0,0.0,0.0
Uninfected,13467.5,0.0,0.0,0.0,0.0
Parasitized,15969.0,26.5,0.0,0.0,0.0
Uninfected,10425.0,0.0,0.0,0.0,0.0
Uninfected,11995.5,0.0,0.0,0.0,0.0
Uninfected,9816.5,0.0,0.0,0.0,0.0
Uninfected,12804.0,0.0,0.0,0.0,0.0
Parasitized,11356.5,31.0,0.0,0.0,0.0
Uninfected,15146.5,0.0,0.0,0.0,0.0
Parasitized,16568.5,0.0,0.0,0.0,0.0
Parasitized,13490.5,0.0,0.0,0.0,0.0
Parasitized,14567.5,0.0,0.0,0.0,0.0
Uninfected,12643.0,0.0,0.0,0.0,0.0
Uninfected,14215.5,0.0,0.0,0.0,0.0
Uninfected,12937.5,0.0,0.0,0.0,0.0
Uninfected,10042.5,0.0,0.0,0.0,0.0
Uninfected,12459.5,0.0,0.0,0.0,0.0
Uninfected,13378.0,0.0,0.0,0.0,0.0
Uninfected,13408.5,0.0,0.0,0.0,0.0
Uninfected,9263.0,0.0,0.0,0.0,0.0
Parasitized,12259.5,65.0,0.0,0.0,0.0
Parasitized,14963.0,0.0,0.0,0.0,0.0
Uninfected,13102.0,0.0,0.0,0.0,0.0
Parasitized,11620.0,4.0,2.0,0.0,0.0
Uninfected,10570.0,0.0,0.0,0.0,0.0
Uninfected,10823.0,0.0,0.0,0.0,0.0
Parasitized,10680.0,59.5,0.0,0.0,0.0
Uninfected,15661.5,0.0,0.0,0.0,0.0
Uninfected,11937.0,0.0,0.0,0.0,0.0
Uninfected,6889.5,0.0,0.0,0.0,0.0
Uninfected,12220.5,0.0,0.0,0.0,0.0
Parasitized,16785.0,0.0,0.0,0.0,0.0
Uninfected,11071.5,0.0,0.0,0.0,0.0
Parasitized,9530.5,0.0,0.0,0.0,0.0
Uninfected,15079.5,0.0,0.0,0.0,0.0
Parasitized,16427.0,68.0,0.0,0.0,0.0
Uninfected,12657.5,0.0,0.0,0.0,0.0
Uninfected,13296.0,0.0,0.0,0.0,0.0
Parasitized,15301.0,67.0,0.0,0.0,0.0
Uninfected,10796.5,0.0,0.0,0.0,0.0
Parasitized,16036.0,21.0,0.0,0.0,0.0
Parasitized,14308.0,61.0,0.0,0.0,0.0
Parasitized,11121.0,0.0,0.0,0.0,0.0
Parasitized,16496.0,0.0,0.0,0.0,0.0
Parasitized,12731.5,0.0,0.0,0.0,0.0
Parasitized,10998.5,0.0,0.0,0.0,0.0
Parasitized,8543.0,0.0,0.0,0.0,0.0
Uninfected,10802.0,0.0,0.0,0.0,0.0
Uninfected,15478.5,0.0,0.0,0.0,0.0
Parasitized,16030.0,0.0,0.0,0.0,0.0
Parasitized,8715.5,36.0,0.0,0.0,0.0
Uninfected,13455.5,0.0,0.0,0.0,0.0
Uninfected,11904.5,0.0,0.0,0.0,0.0
Parasitized,11665.0,20.5,47.0,0.0,0.0
Uninfected,13005.5,0.0,0.0,0.0,0.0
Parasitized,8174.5,14.0,0.0,0.0,0.0
Parasitized,10486.5,9.5,0.0,0.0,0.0
Uninfected,12405.0,0.0,0.0,0.0,0.0
Parasitized,12056.0,68.5,0.0,0.0,0.0
Uninfected,14708.0,0.0,0.0,0.0,0.0
Parasitized,635.5,91.0,15421.5,0.0,0.0
Parasitized,10568.5,16.0,0.0,0.0,0.0
Parasitized,11954.5,0.0,0.0,0.0,0.0
Parasitized,9131.0,0.0,0.0,0.0,0.0
Uninfected,10156.0,0.0,0.0,0.0,0.0
Uninfected,8029.5,0.0,0.0,0.0,0.0
Uninfected,12164.5,0.0,0.0,0.0,0.0
Parasitized,8903.0,22.0,0.0,0.0,0.0
Uninfected,10304.0,0.0,0.0,0.0,0.0
Parasitized,10506.0,23.0,0.0,0.0,0.0
Parasitized,11591.0,0.0,0.0,0.0,0.0
Parasitized,15935.5,0.0,0.0,0.0,0.0
Parasitized,11562.0,0.0,0.0,0.0,0.0
Parasitized,9752.0,52.5,0.0,0.0,0.0
Parasitized,11983.5,52.5,0.0,0.0,0.0
Parasitized,12062.0,0.0,0.0,0.0,0.0
Parasitized,15459.5,0.0,0.0,0.0,0.0
Uninfected,7093.0,0.0,0.0,0.0,0.0
Parasitized,14703.5,5.5,35.5,0.0,0.0
Uninfected,13683.5,0.0,0.0,0.0,0.0
Uninfected,10876.5,0.0,0.0,0.0,0.0
Uninfected,10322.5,0.0,0.0,0.0,0.0
Parasitized,16888.5,23.0,0.0,0.0,0.0
Uninfected,10128.0,0.0,0.0,0.0,0.0
Parasitized,12242.0,0.0,0.0,0.0,0.0
Uninfected,12159.5,0.0,0.0,0.0,0.0
Parasitized,8505.5,0.0,0.0,0.0,0.0
Uninfected,17333.0,0.0,0.0,0.0,0.0
Uninfected,13145.5,0.0,0.0,0.0,0.0
Uninfected,11019.0,0.0,0.0,0.0,0.0
Parasitized,10074.0,4.0,37.5,0.0,0.0
Uninfected,7607.5,0.0,0.0,0.0,0.0
Uninfected,19230.0,0.0,0.0,0.0,0.0
Uninfected,10540.5,0.0,0.0,0.0,0.0
Parasitized,12086.0,0.0,0.0,0.0,0.0
Parasitized,11883.0,0.0,0.0,0.0,0.0
Parasitized,14958.0,77.0,0.0,0.0,0.0
Parasitized,12413.0,0.0,0.0,0.0,0.0
Parasitized,11232.0,0.0,0.0,0.0,0.0
Parasitized,18951.5,81.5,0.0,0.0,0.0
Uninfected,15176.5,0.0,0.0,0.0,0.0
Parasitized,15901.5,98.0,0.0,0.0,0.0
Parasitized,15166.5,39.0,0.0,0.0,0.0
Parasitized,9777.5,5.5,0.0,0.0,0.0
Parasitized,13449.5,70.0,0.0,0.0,0.0
Parasitized,15944.0,0.0,0.0,0.0,0.0
Parasitized,15976.5,68.0,72.0,0.0,0.0
Uninfected,10438.5,0.0,0.0,0.0,0.0
Uninfected,14358.5,0.0,0.0,0.0,0.0
Uninfected,13268.0,0.0,0.0,0.0,0.0
Parasitized,12164.5,61.0,0.0,0.0,0.0
Uninfected,14233.5,0.0,0.0,0.0,0.0
Uninfected,9933.5,0.0,0.0,0.0,0.0
Uninfected,16193.5,0.0,0.0,0.0,0.0
Uninfected,9935.0,0.0,0.0,0.0,0.0
Uninfected,8452.0,0.0,0.0,0.0,0.0
Uninfected,12405.0,0.0,0.0,0.0,0.0
Parasitized,12821.5,26.5,0.0,0.0,0.0
Parasitized,9174.0,0.0,0.0,0.0,0.0
Parasitized,11088.0,26.0,0.0,0.0,0.0
Parasitized,10247.5,98.5,0.0,0.0,0.0
Uninfected,10789.0,0.0,0.0,0.0,0.0
Parasitized,11609.0,51.0,0.0,0.0,0.0
Uninfected,12893.0,0.0,0.0,0.0,0.0
Parasitized,15837.0,0.0,0.0,0.0,0.0
Uninfected,14542.5,0.0,0.0,0.0,0.0
Uninfected,10608.5,0.0,0.0,0.0,0.0
Uninfected,9478.5,0.0,0.0,0.0,0.0
Parasitized,8934.5,28.0,0.0,0.0,0.0
Uninfected,11956.0,0.0,0.0,0.0,0.0
Uninfected,16973.5,0.0,0.0,0.0,0.0
Uninfected,12484.5,0.0,0.0,0.0,0.0
Uninfected,19590.0,0.0,0.0,0.0,0.0
Uninfected,7755.0,0.0,0.0,0.0,0.0
Uninfected,15568.5,0.0,0.0,0.0,0.0
Uninfected,7798.0,0.0,0.0,0.0,0.0
Parasitized,11047.5,35.5,0.0,0.0,0.0
Uninfected,14585.0,0.0,0.0,0.0,0.0
Parasitized,14424.5,14.0,0.0,0.0,0.0
Parasitized,9610.5,0.0,0.0,0.0,0.0
Parasitized,10676.5,0.0,0.0,0.0,0.0
Uninfected,9802.0,0.0,0.0,0.0,0.0
Uninfected,9950.5,0.0,0.0,0.0,0.0
Uninfected,12206.5,0.0,0.0,0.0,0.0
Uninfected,12095.0,0.0,0.0,0.0,0.0
Parasitized,18930.0,0.0,0.0,0.0,0.0
Parasitized,15427.0,0.0,0.0,0.0,0.0
Parasitized,7110.5,0.0,0.0,0.0,0.0
Parasitized,14301.5,50.0,0.0,0.0,0.0
Parasitized,16550.5,46.0,0.0,0.0,0.0
Uninfected,5856.0,0.0,0.0,0.0,0.0
Uninfected,7364.5,0.0,0.0,0.0,0.0
Uninfected,11835.0,0.0,0.0,0.0,0.0
Parasitized,15423.5,0.0,0.0,0.0,0.0
Parasitized,17737.0,51.5,0.0,0.0,0.0
Uninfected,14119.0,0.0,0.0,0.0,0.0
Parasitized,9802.5,0.0,0.0,0.0,0.0
Parasitized,13233.5,0.0,0.0,0.0,0.0
Uninfected,13265.5,0.0,0.0,0.0,0.0
Uninfected,12261.5,0.0,0.0,0.0,0.0
Parasitized,11044.5,0.0,0.0,0.0,0.0
Uninfected,6639.0,0.0,0.0,0.0,0.0
Uninfected,7468.0,0.0,0.0,0.0,0.0
Parasitized,12909.5,32.0,0.0,0.0,0.0
Parasitized,13901.0,0.0,0.0,0.0,0.0
Uninfected,10435.0,0.0,0.0,0.0,0.0
Parasitized,14976.5,14.0,0.0,0.0,0.0
Parasitized,8575.0,0.0,0.0,0.0,0.0
Uninfected,11253.5,0.0,0.0,0.0,0.0
Uninfected,10983.0,0.0,0.0,0.0,0.0
Uninfected,9250.5,0.0,0.0,0.0,0.0
Uninfected,7813.0,0.0,0.0,0.0,0.0
Parasitized,13424.5,15.0,0.0,0.0,0.0
Parasitized,12312.0,0.0,0.0,0.0,0.0
Uninfected,21349.0,0.0,0.0,0.0,0.0
Uninfected,12369.5,0.0,0.0,0.0,0.0
Uninfected,13424.5,0.0,0.0,0.0,0.0
Parasitized,15142.5,35.5,0.0,0.0,0.0
Parasitized,11448.0,34.5,0.0,0.0,0.0
Uninfected,20409.0,0.0,0.0,0.0,0.0
Uninfected,13788.5,0.0,0.0,0.0,0.0
Uninfected,12887.5,0.0,0.0,0.0,0.0
Uninfected,11831.5,0.0,0.0,0.0,0.0
Parasitized,11383.5,0.0,0.0,0.0,0.0
Parasitized,13559.5,11.0,0.0,0.0,0.0
Parasitized,11377.5,0.0,0.0,0.0,0.0
Uninfected,11706.5,0.0,0.0,0.0,0.0
Parasitized,9188.5,0.0,0.0,0.0,0.0
Parasitized,16696.5,77.5,0.0,0.0,0.0
Parasitized,16117.0,4.0,0.0,0.0,0.0
Parasitized,10097.5,0.0,0.0,0.0,0.0
Parasitized,16309.0,98.5,0.0,0.0,0.0
Uninfected,13472.5,0.0,0.0,0.0,0.0
Parasitized,9108.5,31.0,0.0,0.0,0.0
Uninfected,12176.5,0.0,0.0,0.0,0.0
Uninfected,10685.5,0.0,0.0,0.0,0.0
Uninfected,9441.0,0.0,0.0,0.0,0.0
Uninfected,11955.0,0.0,0.0,0.0,0.0
Uninfected,10126.5,0.0,0.0,0.0,0.0
Uninfected,14839.0,0.0,0.0,0.0,0.0
Uninfected,10469.0,0.0,0.0,0.0,0.0
Parasitized,10193.0,0.0,0.0,0.0,0.0
Uninfected,16530.0,0.0,0.0,0.0,0.0
Uninfected,9410.5,0.0,0.0,0.0,0.0
Parasitized,13614.5,99.5,0.0,0.0,0.0
Uninfected,10646.5,0.0,0.0,0.0,0.0
Parasitized,12591.5,15.0,0.0,0.0,0.0
Parasitized,10513.0,55.0,0.0,0.0,0.0
Parasitized,11649.0,0.0,0.0,0.0,0.0
Parasitized,9385.0,17.5,0.0,0.0,0.0
Parasitized,14041.5,0.0,0.0,0.0,0.0
Parasitized,7996.5,0.0,0.0,0.0,0.0
Parasitized,13527.5,31.5,0.0,0.0,0.0
Uninfected,13989.0,0.0,0.0,0.0,0.0
Parasitized,9852.0,0.0,0.0,0.0,0.0
Uninfected,17065.5,0.0,0.0,0.0,0.0
Parasitized,12199.0,66.5,0.0,0.0,0.0
Uninfected,12228.5,0.0,0.0,0.0,0.0
Parasitized,14431.5,26.5,0.0,0.0,0.0
Parasitized,11401.5,0.0,0.0,0.0,0.0
Uninfected,9693.0,0.0,0.0,0.0,0.0
Uninfected,9184.0,0.0,0.0,0.0,0.0
Parasitized,15182.0,50.5,0.0,0.0,0.0
Uninfected,10496.5,0.0,0.0,0.0,0.0
Uninfected,9933.0,0.0,0.0,0.0,0.0
Parasitized,14498.0,67.0,0.0,0.0,0.0
Parasitized,13179.5,67.5,0.0,0.0,0.0
Parasitized,14768.0,0.0,0.0,0.0,0.0
Parasitized,9840.0,0.0,0.0,0.0,0.0
Parasitized,18356.5,73.0,0.0,0.0,0.0
